pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
780.409307,355.887605,876.000000,373.770000,856.257576,337.438026,860.540000,361.810000,801.933816,338.463003,792.709026,363.062442,560.770000,475.570000
778.070000,361.350000,878.030000,375.360000,857.282552,342.562909,863.070000,362.970000,807.058699,340.512956,798.858886,363.062442,559.400000,476.020000
778.810000,361.990000,880.520000,375.990000,861.382459,339.487980,865.370000,363.840000,808.083675,340.512956,801.933816,363.062442,557.870000,476.760000
780.410000,363.270000,882.500000,376.780000,864.457389,342.562909,867.340000,364.750000,809.108652,342.562909,802.958792,367.162348,556.270000,477.950000
785.534190,358.962535,885.000000,377.890000,866.507342,343.587886,868.590000,365.860000,813.208558,344.612863,807.058699,371.262254,554.690000,478.730000
788.609120,361.012488,886.960000,378.450000,869.582272,343.587886,870.430000,366.770000,816.283488,344.612863,810.133628,373.312208,552.730000,479.300000
789.634096,362.037465,889.050000,378.650000,867.532318,342.562909,871.920000,367.790000,820.383395,345.637839,814.233535,372.287231,551.040000,479.610000
793.734003,364.087418,890.870000,379.520000,867.532318,342.562909,873.340000,368.850000,820.383395,345.637839,819.358418,371.262254,549.190000,480.540000
793.734003,364.087418,892.480000,380.190000,872.657201,344.612863,874.910000,369.640000,823.458324,347.687792,819.358418,374.337184,547.240000,481.160000
794.758979,365.112395,893.860000,380.460000,876.757108,344.612863,876.420000,370.340000,824.483301,349.737746,820.383395,372.287231,546.580000,481.030000
797.833909,365.112395,895.080000,380.680000,876.757108,344.612863,877.850000,370.590000,825.508278,348.712769,822.433348,375.362161,545.570000,481.170000
799.940000,365.170000,897.180000,381.230000,877.782085,344.612863,879.400000,371.490000,827.558231,349.737746,819.358418,372.287231,543.970000,481.160000
797.920000,367.390000,898.880000,381.380000,881.881991,346.662816,882.230000,371.630000,829.608184,349.737746,822.433348,372.287231,542.280000,481.690000
800.710000,367.600000,900.850000,381.390000,881.881991,346.662816,884.060000,372.200000,828.583207,350.762722,819.358418,372.287231,540.750000,482.160000
802.820000,367.950000,902.420000,382.430000,883.931944,346.662816,885.820000,372.700000,829.608184,350.762722,820.383395,373.312208,538.640000,482.620000
802.970000,367.870000,903.320000,382.830000,885.981897,348.712769,887.660000,373.110000,832.683114,350.762722,821.408371,373.312208,537.190000,483.120000
803.920000,368.380000,905.070000,383.100000,889.056827,348.712769,889.320000,373.780000,835.758044,351.787699,823.458324,372.287231,535.770000,483.090000
805.620000,368.340000,906.810000,383.200000,895.206687,350.762722,890.850000,373.600000,834.733067,351.787699,825.508278,373.312208,533.600000,483.540000
807.700000,368.360000,908.300000,383.160000,895.206687,350.762722,892.310000,374.130000,838.832973,352.812675,825.508278,372.287231,532.170000,484.090000
809.870000,368.410000,909.930000,383.360000,898.281617,350.762722,893.780000,374.420000,837.807997,353.837652,827.558231,373.312208,530.590000,484.500000
811.750000,367.930000,911.270000,383.610000,898.281617,352.812675,895.070000,374.620000,841.907903,354.862629,829.608184,373.312208,529.200000,484.130000
812.020000,368.430000,912.170000,383.970000,901.356546,352.812675,896.200000,375.120000,842.932880,353.837652,831.590000,373.000000,527.680000,484.010000
813.160000,367.970000,914.490000,384.700000,901.356546,352.812675,897.140000,375.640000,843.957856,355.887605,833.460000,373.030000,526.140000,484.100000
814.600000,368.130000,914.950000,384.430000,904.431476,352.812675,898.120000,376.110000,842.932880,355.887605,833.660000,373.090000,523.800000,484.560000
815.940000,368.060000,916.070000,384.740000,902.381523,352.812675,900.590000,373.100000,844.982833,355.887605,834.410000,373.030000,522.090000,485.040000
816.480000,368.380000,916.960000,384.880000,905.456453,350.762722,902.830000,372.080000,843.957856,355.887605,835.090000,373.030000,519.990000,485.580000
817.070000,368.140000,918.010000,385.180000,907.506406,351.787699,904.350000,371.410000,847.032786,356.912582,835.950000,373.260000,518.120000,486.080000
817.620000,367.820000,919.010000,385.720000,908.531383,351.787699,904.590000,372.040000,848.370000,357.600000,836.960000,373.230000,516.070000,485.420000
818.090000,367.360000,919.960000,385.730000,906.481429,351.787699,905.580000,372.050000,849.640000,358.200000,837.780000,373.140000,514.130000,485.120000
818.880000,367.100000,920.980000,386.230000,907.506406,351.787699,906.850000,372.120000,851.040000,358.880000,838.930000,373.210000,512.060000,485.130000
820.280000,367.770000,922.550000,386.090000,910.581336,352.812675,908.000000,371.990000,850.107716,349.737746,839.670000,373.140000,510.510000,485.510000
821.550000,369.210000,923.910000,386.150000,910.581336,352.812675,909.000000,372.040000,851.132693,352.812675,840.180000,373.600000,509.020000,486.040000
824.483301,367.162348,924.970000,386.010000,910.581336,352.812675,910.030000,372.040000,850.107716,349.737746,840.880000,374.720000,507.600000,486.320000
826.780000,367.870000,924.890000,385.960000,910.581336,352.812675,910.970000,371.970000,850.107716,351.787699,841.560000,375.660000,506.030000,486.240000
828.840000,368.820000,925.710000,386.170000,910.581336,352.812675,911.510000,373.020000,852.157669,352.812675,842.300000,376.880000,503.090000,485.960000
830.920000,369.300000,926.840000,386.350000,913.656266,354.862629,912.720000,373.800000,852.157669,352.812675,843.040000,377.410000,500.330000,486.260000
832.860000,369.010000,927.400000,386.490000,917.756172,352.812675,913.940000,374.360000,853.182646,350.762722,844.130000,376.990000,500.110000,486.010000
825.920000,374.500000,928.980000,386.600000,917.756172,352.812675,914.850000,374.570000,853.182646,352.812675,844.940000,376.700000,498.740000,486.050000
827.930000,374.640000,929.950000,387.150000,920.831102,348.712769,915.510000,374.510000,855.232599,350.762722,845.960000,376.600000,497.240000,486.080000
828.180000,374.310000,930.380000,387.180000,916.731196,352.812675,916.510000,375.160000,855.232599,352.812675,847.000000,376.520000,495.200000,486.160000
828.890000,373.630000,931.000000,387.060000,920.831102,351.787699,917.210000,374.500000,856.257576,353.837652,847.900000,376.450000,492.570000,486.020000
830.510000,373.170000,931.860000,387.110000,916.731196,354.862629,918.020000,374.770000,857.282552,352.812675,848.930000,375.740000,490.450000,486.140000
831.950000,372.710000,933.430000,387.140000,916.731196,355.887605,918.430000,374.580000,859.332506,353.837652,849.840000,375.810000,489.060000,486.670000
832.420000,372.960000,933.390000,387.940000,916.731196,355.887605,918.950000,374.640000,859.332506,353.837652,850.850000,375.920000,487.500000,487.010000
832.930000,372.740000,933.980000,388.020000,917.030000,356.070000,919.360000,375.110000,860.357482,353.837652,852.040000,375.970000,486.110000,487.010000
833.140000,372.620000,934.720000,387.610000,917.010000,356.200000,919.880000,374.990000,862.407435,352.812675,852.830000,375.980000,484.640000,486.980000
834.570000,372.300000,935.100000,387.990000,917.210000,356.080000,920.350000,375.060000,864.457389,351.787699,853.790000,375.830000,483.090000,486.980000
835.350000,371.770000,935.980000,387.870000,917.310000,356.090000,920.880000,374.990000,862.407435,352.812675,854.840000,375.910000,480.640000,486.920000
835.980000,371.400000,936.780000,387.110000,917.100000,355.960000,921.170000,374.960000,864.457389,352.812675,855.590000,375.530000,478.540000,486.940000
836.770000,370.690000,936.880000,387.330000,917.140000,356.010000,922.180000,374.960000,863.432412,352.812675,856.240000,375.780000,477.060000,486.520000
837.490000,370.470000,937.120000,387.070000,921.856079,356.912582,922.780000,374.900000,864.457389,352.812675,856.830000,375.820000,475.220000,486.000000
837.860000,369.920000,937.090000,387.050000,922.881055,358.962535,923.280000,375.070000,864.457389,352.812675,857.260000,375.880000,473.140000,485.980000
838.180000,370.000000,937.570000,387.040000,922.881055,358.962535,923.760000,375.000000,864.740000,353.090000,857.870000,375.860000,471.670000,485.910000
838.870000,368.510000,938.720000,387.080000,925.955985,358.962535,924.280000,375.090000,865.170000,352.780000,857.810000,374.780000,470.130000,485.420000
839.050000,368.340000,938.820000,386.840000,923.906032,361.012488,924.710000,374.990000,865.770000,353.040000,858.320000,374.370000,468.700000,485.420000
839.190000,367.390000,939.580000,387.040000,925.955985,361.012488,925.140000,375.030000,866.120000,352.850000,858.930000,373.310000,467.110000,484.920000
840.600000,365.890000,940.070000,386.960000,926.980962,359.987512,925.640000,374.860000,866.670000,352.960000,859.810000,372.730000,465.740000,484.930000
841.390000,366.480000,940.290000,386.840000,926.980962,359.987512,926.320000,375.010000,867.200000,352.810000,861.150000,373.170000,463.690000,485.360000
841.720000,365.240000,940.890000,386.470000,925.955985,359.987512,926.570000,374.900000,868.000000,352.920000,862.560000,373.040000,462.230000,484.950000
842.050000,364.290000,941.020000,385.830000,926.170000,359.810000,927.200000,374.820000,868.920000,352.850000,863.660000,372.810000,461.230000,484.060000
841.970000,364.290000,941.150000,385.660000,926.310000,359.890000,927.710000,374.350000,869.900000,352.870000,865.070000,372.770000,459.410000,483.980000
842.530000,363.360000,941.000000,385.430000,926.180000,359.620000,928.150000,373.710000,870.950000,352.840000,866.420000,372.560000,457.580000,483.640000
843.650000,362.820000,941.100000,384.600000,926.420000,359.250000,928.700000,373.280000,872.030000,352.860000,865.850000,371.990000,456.800000,482.720000
844.140000,362.700000,941.570000,383.860000,926.380000,358.660000,929.190000,372.740000,869.410000,352.740000,865.910000,371.640000,455.890000,482.800000
845.060000,362.130000,942.060000,383.430000,926.070000,358.220000,929.580000,372.220000,869.582272,348.712769,865.810000,370.970000,454.780000,482.630000
845.930000,361.420000,942.870000,382.750000,926.030000,357.860000,930.270000,372.250000,869.582272,346.662816,865.650000,369.370000,451.770000,480.660000
846.310000,360.530000,943.260000,382.150000,926.060000,357.180000,930.700000,371.440000,871.632225,347.687792,865.790000,367.880000,449.690000,480.150000
846.570000,360.050000,943.310000,381.820000,926.000000,356.650000,930.630000,370.600000,870.607248,346.662816,866.170000,366.780000,448.130000,479.430000
843.920000,358.620000,943.600000,381.290000,926.040000,356.260000,931.220000,370.250000,872.657201,345.637839,866.120000,366.020000,447.080000,478.980000
848.210000,358.280000,944.080000,380.120000,926.060000,355.440000,931.610000,369.430000,872.657201,345.637839,866.110000,365.120000,445.990000,478.210000
847.790000,356.700000,944.270000,379.830000,925.960000,354.670000,932.200000,369.160000,871.632225,345.637839,866.360000,364.160000,444.410000,478.100000
848.160000,356.780000,944.920000,379.160000,926.160000,354.330000,932.830000,368.520000,873.682178,347.687792,866.840000,363.350000,442.910000,477.500000
849.070000,356.050000,945.100000,378.130000,926.060000,353.600000,933.210000,368.310000,873.682178,345.637839,867.190000,362.420000,441.400000,477.380000
849.060000,355.200000,945.620000,378.110000,925.990000,353.410000,933.790000,367.660000,872.657201,343.587886,867.640000,361.410000,440.880000,476.670000
851.020000,354.690000,946.090000,377.860000,935.180774,352.812675,934.170000,367.630000,874.707155,341.537933,868.270000,360.480000,440.110000,476.550000
850.960000,354.750000,946.920000,377.490000,934.155798,352.812675,934.740000,367.700000,875.732131,344.612863,868.850000,359.570000,438.950000,476.290000
850.710000,354.310000,947.240000,376.740000,934.790000,352.730000,934.760000,367.380000,876.757108,343.587886,869.540000,359.710000,437.990000,475.350000
850.810000,353.360000,947.950000,376.910000,935.340000,352.740000,935.340000,366.630000,876.757108,343.587886,870.340000,359.210000,437.040000,474.680000
850.920000,352.270000,948.890000,376.360000,935.770000,352.730000,935.710000,366.430000,876.757108,343.587886,870.800000,358.330000,435.960000,474.170000
850.990000,351.260000,948.840000,375.970000,936.100000,352.640000,936.220000,365.720000,877.782085,340.512956,871.300000,357.260000,435.040000,473.800000
854.420000,350.900000,949.120000,375.340000,936.210000,352.680000,936.860000,365.570000,876.757108,340.512956,871.980000,356.730000,434.010000,473.300000
854.360000,350.620000,949.590000,375.220000,936.205751,350.762722,937.220000,365.470000,878.807061,340.512956,872.560000,356.450000,433.010000,472.790000
856.100000,350.740000,950.180000,374.690000,936.220000,350.490000,937.730000,364.630000,879.832038,340.512956,873.180000,355.460000,432.150000,472.290000
856.090000,350.420000,950.320000,374.070000,936.200000,349.780000,938.260000,364.410000,879.832038,339.487980,874.010000,354.830000,431.160000,471.820000
855.900000,349.730000,950.880000,373.820000,936.070000,349.450000,938.670000,363.620000,882.906968,339.487980,874.680000,354.670000,429.890000,471.210000
856.990000,349.800000,951.560000,373.540000,936.070000,348.590000,939.180000,363.370000,883.931944,340.512956,875.400000,354.580000,429.650000,470.700000
858.330000,349.170000,952.090000,373.180000,936.040000,348.220000,939.770000,362.760000,882.906968,339.487980,875.910000,354.600000,429.050000,470.350000
858.810000,348.720000,952.370000,372.220000,936.120000,347.660000,940.230000,362.190000,880.857014,339.487980,876.340000,354.660000,428.140000,469.590000
858.900000,348.680000,952.380000,371.640000,936.100000,347.090000,940.810000,361.700000,883.931944,339.487980,876.640000,354.680000,428.580000,469.410000
859.730000,348.330000,952.610000,371.290000,941.330634,345.637839,941.090000,361.130000,883.931944,337.438026,877.520000,354.650000,427.530000,467.990000
859.870000,347.630000,953.010000,370.590000,942.150000,344.750000,941.180000,360.630000,884.956921,335.388073,878.200000,354.840000,427.170000,467.380000
862.740000,347.440000,953.070000,370.280000,942.820000,344.040000,941.040000,360.140000,883.931944,337.438026,878.400000,354.680000,426.750000,467.010000
864.380000,346.810000,953.550000,369.470000,943.810000,343.030000,941.150000,359.600000,884.956921,334.363097,878.810000,353.790000,426.080000,466.710000
865.330000,346.250000,954.040000,368.600000,946.455517,343.587886,941.060000,359.250000,881.881991,338.463003,879.250000,353.410000,425.080000,466.390000
865.640000,345.910000,954.840000,368.400000,946.770000,343.790000,941.110000,358.650000,881.881991,333.338120,879.790000,351.860000,424.090000,465.720000
865.990000,345.840000,954.870000,367.260000,945.430541,343.587886,942.040000,358.250000,882.906968,335.388073,880.190000,351.660000,423.070000,465.370000
865.970000,345.850000,955.080000,366.700000,945.150000,343.150000,942.840000,357.910000,882.906968,333.338120,880.780000,351.700000,422.190000,464.810000
865.970000,345.890000,954.560000,366.710000,946.455517,343.587886,943.230000,357.300000,883.931944,334.363097,881.220000,351.910000,421.070000,464.520000
866.280000,346.070000,954.770000,366.550000,946.750000,343.780000,943.760000,356.940000,883.931944,335.388073,881.790000,351.460000,420.180000,464.570000
866.760000,345.950000,955.010000,366.300000,947.480494,341.537933,944.190000,356.810000,882.906968,335.388073,882.230000,351.020000,419.180000,464.890000
867.110000,345.900000,955.560000,365.650000,946.455517,341.537933,944.230000,355.750000,885.981897,335.388073,882.840000,350.770000,420.610000,464.300000
867.130000,345.870000,956.070000,365.540000,946.080000,341.240000,944.150000,355.440000,885.981897,335.388073,883.090000,350.900000,421.300000,463.850000
867.070000,345.700000,956.880000,365.110000,945.430541,339.487980,944.160000,354.640000,887.006874,335.388073,883.220000,350.890000,421.300000,463.260000
866.980000,345.810000,957.380000,364.820000,945.180000,338.290000,944.180000,354.540000,888.031851,335.388073,883.170000,351.120000,420.900000,462.860000
867.290000,345.900000,957.770000,364.160000,946.455517,338.463003,945.220000,354.400000,888.031851,331.288167,883.150000,350.900000,419.860000,462.320000
867.620000,345.950000,958.110000,363.650000,949.530447,337.438026,945.580000,353.650000,889.056827,333.338120,883.140000,351.010000,419.260000,461.830000
868.090000,345.830000,958.040000,363.600000,948.505470,337.438026,944.590000,353.430000,888.031851,332.313143,883.090000,351.060000,418.770000,461.790000
868.710000,345.950000,958.010000,363.700000,948.830000,336.690000,944.920000,352.450000,888.031851,333.338120,884.580000,351.020000,418.220000,461.870000
869.100000,346.000000,958.520000,363.340000,949.180000,336.320000,945.170000,351.800000,888.031851,332.313143,885.800000,350.970000,417.830000,461.910000
869.670000,346.090000,958.990000,362.240000,949.150000,335.850000,945.630000,351.940000,888.031851,332.313143,886.830000,350.980000,417.700000,460.890000
870.080000,346.000000,959.080000,361.800000,949.250000,335.090000,946.260000,351.740000,889.056827,332.313143,887.770000,350.990000,417.800000,460.270000
870.760000,345.800000,959.540000,361.560000,949.060000,334.180000,946.570000,351.610000,889.056827,332.313143,887.230000,350.890000,417.840000,459.780000
871.180000,346.120000,960.030000,361.340000,949.050000,333.090000,947.130000,351.570000,891.106780,332.313143,887.230000,351.080000,417.980000,459.330000
871.930000,346.070000,960.390000,360.780000,949.150000,332.070000,947.730000,351.770000,891.106780,332.313143,887.170000,351.210000,416.390000,458.870000
872.850000,346.030000,960.330000,360.440000,949.020000,331.190000,947.650000,351.300000,891.106780,332.313143,888.150000,351.100000,415.310000,458.940000
873.860000,346.040000,960.000000,359.680000,949.150000,330.100000,948.260000,350.630000,893.156734,332.313143,888.880000,350.990000,414.180000,458.790000
874.890000,346.060000,960.610000,360.310000,949.000000,329.160000,948.600000,350.160000,896.231663,332.313143,889.900000,350.990000,413.630000,458.860000
874.120000,346.060000,961.050000,359.280000,948.505470,328.213237,949.290000,349.620000,888.031851,328.213237,890.910000,350.970000,414.180000,457.380000
874.030000,346.240000,961.060000,358.930000,951.580400,329.238213,949.680000,349.760000,893.156734,329.238213,892.460000,351.080000,413.990000,456.760000
873.980000,346.370000,961.570000,358.900000,948.505470,329.238213,950.250000,349.840000,893.156734,329.238213,893.520000,350.960000,413.990000,456.710000
874.790000,347.870000,962.540000,358.940000,950.555424,328.213237,950.710000,349.890000,894.181710,330.263190,892.850000,351.610000,413.450000,456.860000
875.040000,348.670000,963.540000,358.530000,949.530447,328.213237,951.190000,349.420000,891.106780,331.288167,893.310000,352.300000,412.860000,456.950000
875.130000,349.130000,963.850000,358.370000,951.580400,326.163284,951.750000,348.920000,893.156734,331.288167,893.840000,352.550000,412.370000,457.000000
877.640000,349.670000,964.110000,358.580000,951.580400,327.188260,952.380000,348.430000,893.156734,331.288167,894.290000,353.640000,412.940000,456.950000
878.790000,350.250000,964.620000,358.600000,952.605377,327.188260,952.750000,347.980000,894.181710,331.288167,894.880000,354.640000,412.970000,456.950000
879.460000,350.400000,965.130000,358.560000,953.440000,326.920000,953.020000,347.930000,894.181710,332.313143,895.170000,355.860000,413.020000,456.970000
880.470000,350.780000,965.890000,358.380000,953.830000,326.990000,953.280000,347.850000,894.181710,334.363097,895.930000,356.440000,412.940000,456.970000
880.980000,351.560000,966.420000,358.400000,954.530000,326.980000,953.800000,348.020000,894.181710,333.338120,896.890000,356.720000,413.020000,456.510000
881.980000,352.360000,966.900000,357.910000,955.190000,327.010000,954.410000,348.010000,892.131757,334.363097,898.030000,357.200000,413.000000,456.790000
882.940000,352.620000,967.140000,358.260000,955.970000,327.010000,954.840000,348.170000,900.331570,332.313143,898.870000,357.730000,412.950000,456.990000
884.050000,353.560000,968.630000,358.320000,956.910000,327.140000,955.590000,348.150000,900.331570,335.388073,900.110000,358.280000,413.100000,457.100000
884.990000,354.360000,969.380000,358.540000,958.060000,327.110000,957.440000,348.490000,900.331570,337.438026,900.880000,358.710000,413.020000,457.050000
885.860000,354.580000,969.870000,359.240000,958.950000,327.070000,957.950000,348.800000,901.356546,338.463003,902.120000,359.350000,413.040000,457.220000
887.030000,355.850000,970.040000,359.760000,959.800000,327.510000,958.390000,349.340000,901.356546,338.463003,902.940000,359.850000,412.970000,457.170000
888.010000,356.630000,971.630000,359.380000,960.960000,328.260000,958.920000,349.730000,903.406500,338.463003,904.140000,360.250000,413.030000,458.240000
888.870000,357.720000,972.800000,359.520000,961.900000,328.670000,959.430000,350.430000,905.456453,339.487980,904.820000,360.840000,413.080000,458.610000
890.010000,358.830000,973.870000,360.200000,963.040000,329.210000,960.410000,350.260000,905.456453,339.487980,906.160000,361.350000,413.160000,458.640000
890.920000,359.910000,973.740000,360.890000,963.840000,329.830000,960.760000,350.630000,907.506406,338.463003,906.890000,361.940000,413.020000,459.660000
889.500000,360.110000,974.070000,361.870000,964.890000,330.290000,961.500000,351.420000,908.531383,341.537933,907.900000,362.780000,412.990000,460.430000
889.650000,361.530000,974.730000,362.160000,965.900000,330.730000,962.460000,351.630000,908.531383,341.537933,908.870000,363.930000,412.990000,460.430000
890.030000,361.250000,975.140000,362.670000,966.770000,331.240000,962.700000,352.420000,909.556359,342.562909,909.790000,364.650000,413.480000,460.550000
890.030000,362.030000,975.870000,363.300000,966.955049,328.213237,963.940000,352.630000,913.656266,343.587886,911.070000,365.360000,413.660000,461.410000
891.030000,363.030000,976.930000,363.610000,964.905096,333.338120,964.750000,353.890000,913.656266,344.612863,911.850000,365.780000,414.000000,461.650000
891.970000,363.590000,977.890000,364.360000,965.930073,333.338120,965.790000,354.120000,913.656266,344.612863,912.980000,366.260000,413.520000,462.390000
891.970000,364.170000,978.270000,364.720000,965.930073,335.388073,966.280000,354.870000,916.731196,345.637839,913.810000,366.780000,413.280000,462.790000
893.480000,364.950000,978.820000,365.470000,967.980026,336.413050,966.140000,355.210000,916.731196,345.637839,913.410000,367.240000,412.990000,463.670000
894.890000,365.150000,978.990000,365.860000,969.110000,336.980000,966.320000,355.820000,916.731196,345.637839,913.130000,367.990000,412.940000,464.410000
895.460000,365.580000,979.090000,366.670000,969.710000,337.880000,966.660000,356.580000,916.731196,346.662816,913.560000,369.940000,412.930000,464.750000
895.960000,367.450000,979.070000,367.500000,970.090000,338.810000,967.200000,357.430000,918.781149,347.687792,914.010000,371.060000,412.930000,465.640000
895.970000,367.980000,979.540000,368.050000,970.680000,339.840000,967.550000,357.790000,917.756172,344.612863,914.030000,371.950000,412.900000,466.630000
896.010000,368.840000,980.040000,368.870000,971.100000,340.780000,968.130000,358.470000,918.781149,347.687792,914.130000,372.950000,412.990000,467.800000
896.030000,369.400000,980.810000,369.090000,971.760000,341.620000,968.230000,358.650000,919.806125,347.687792,913.970000,373.860000,412.930000,468.780000
896.050000,369.790000,981.720000,369.500000,972.070000,342.540000,968.120000,359.600000,920.810000,348.360000,914.040000,374.910000,412.890000,469.790000
897.020000,370.990000,982.320000,370.360000,972.150000,343.320000,968.220000,360.500000,921.730000,348.740000,914.110000,375.970000,412.870000,469.940000
897.950000,371.420000,982.100000,370.590000,970.029979,342.562909,969.100000,361.090000,922.810000,349.260000,914.520000,375.950000,412.960000,470.270000
